order_id,customer_id,sku_id,order_date,due_date,demand_qty,priority,penalty_cost_late,scenario
SO00658,CUST0023,SKU0022,2025-02-27,2025-03-08,76,Expedite,35.41,before
SO00659,CUST0035,SKU0019,2025-06-02,2025-06-21,83,Std,13.55,before
SO00660,CUST0026,SKU0012,2025-04-30,2025-05-15,63,Std,7.49,before
SO00661,CUST0028,SKU0025,2025-05-07,2025-05-26,138,Std,10.31,before
SO00662,CUST0014,SKU0009,2025-01-15,2025-01-28,119,Std,13.64,before
SO00663,CUST0013,SKU0007,2025-04-02,2025-04-14,49,Expedite,13.2,before
SO00664,CUST0001,SKU0030,2025-01-10,2025-01-17,99,Std,20.63,before
SO00665,CUST0037,SKU0011,2025-04-10,2025-05-02,307,Std,14.31,before
SO00666,CUST0040,SKU0010,2025-04-24,2025-05-08,76,Std,17.16,before
SO00667,CUST0005,SKU0016,2025-05-09,2025-05-24,55,Expedite,27.36,before
SO00668,CUST0033,SKU0028,2025-01-01,2025-01-23,160,Std,13.91,before
SO00669,CUST0021,SKU0019,2025-04-17,2025-04-29,56,Std,19.46,before
SO00670,CUST0022,SKU0004,2025-03-22,2025-04-20,101,Expedite,10.75,before
SO00671,CUST0001,SKU0028,2025-02-12,2025-03-02,118,Std,9.02,before
SO00672,CUST0009,SKU0026,2025-06-25,2025-07-14,111,Std,11.56,before
SO00673,CUST0029,SKU0025,2025-04-04,2025-04-27,100,Std,13.45,before
SO00674,CUST0026,SKU0024,2025-04-21,2025-05-08,167,Std,10.97,before
SO00675,CUST0038,SKU0012,2025-02-16,2025-02-23,57,Std,10.54,before
SO00676,CUST0004,SKU0007,2025-01-06,2025-01-26,81,Std,13.23,before
SO00677,CUST0022,SKU0006,2025-04-11,2025-05-02,78,Std,13.77,before
SO00678,CUST0023,SKU0029,2025-04-07,2025-05-04,268,Std,7.75,before
SO00679,CUST0040,SKU0007,2025-03-07,2025-03-22,58,Expedite,9.0,before
SO00680,CUST0004,SKU0018,2025-06-25,2025-07-12,189,Expedite,12.81,before
SO00681,CUST0021,SKU0012,2025-01-05,2025-01-24,143,Std,9.68,before
SO00682,CUST0008,SKU0014,2025-01-30,2025-02-06,34,Expedite,16.42,before
SO00683,CUST0028,SKU0020,2025-01-29,2025-02-12,81,Std,10.1,before
SO00684,CUST0036,SKU0009,2025-04-16,2025-04-30,226,Std,17.49,before
SO00685,CUST0012,SKU0009,2025-04-13,2025-04-29,192,Std,10.82,before
SO00686,CUST0020,SKU0027,2025-01-11,2025-01-31,33,Std,9.05,before
SO00687,CUST0033,SKU0025,2025-06-30,2025-07-10,93,Std,20.56,before
SO00688,CUST0013,SKU0025,2025-02-28,2025-03-12,118,Std,14.85,before
SO00689,CUST0023,SKU0006,2025-03-29,2025-05-02,135,Std,14.22,before
SO00690,CUST0019,SKU0028,2025-02-16,2025-03-17,78,Std,24.52,before
SO00691,CUST0006,SKU0019,2025-05-14,2025-05-26,50,Expedite,9.7,before
SO00692,CUST0037,SKU0024,2025-05-15,2025-05-30,121,Expedite,8.57,before
SO00693,CUST0009,SKU0014,2025-05-29,2025-06-20,92,Std,21.82,before
SO00694,CUST0013,SKU0018,2025-05-22,2025-06-11,59,Std,17.52,before
SO00695,CUST0001,SKU0020,2025-04-17,2025-05-01,45,Std,9.12,before
SO00696,CUST0029,SKU0016,2025-01-12,2025-02-09,169,Std,13.63,before
SO00697,CUST0037,SKU0027,2025-05-10,2025-06-04,85,Expedite,24.22,before
SO00698,CUST0001,SKU0021,2025-01-27,2025-02-17,83,Std,11.82,before
SO00699,CUST0034,SKU0007,2025-04-28,2025-05-16,119,Std,12.93,before
SO00700,CUST0020,SKU0019,2025-06-24,2025-07-03,32,Std,16.91,before
