order_id,customer_id,sku_id,order_date,due_date,demand_qty,priority,penalty_cost_late,scenario
SO00658,CUST0030,SKU0029,2025-06-23,2025-07-17,118,Std,14.01,after
SO00659,CUST0030,SKU0004,2025-04-01,2025-04-11,123,Std,12.09,after
SO00660,CUST0036,SKU0010,2025-02-26,2025-03-17,64,Expedite,6.27,after
SO00661,CUST0017,SKU0023,2025-04-24,2025-05-14,57,Std,9.07,after
SO00662,CUST0036,SKU0014,2025-01-01,2025-01-18,43,Std,20.31,after
SO00663,CUST0031,SKU0002,2025-01-24,2025-02-04,141,Std,12.64,after
SO00664,CUST0020,SKU0023,2025-06-21,2025-07-03,34,Std,10.5,after
SO00665,CUST0029,SKU0030,2025-01-04,2025-02-02,146,Std,14.19,after
SO00666,CUST0023,SKU0006,2025-02-16,2025-03-12,78,Launch,14.09,after
SO00667,CUST0006,SKU0024,2025-03-02,2025-03-15,212,Std,8.26,after
SO00668,CUST0009,SKU0003,2025-01-10,2025-02-03,51,Std,13.84,after
SO00669,CUST0018,SKU0013,2025-01-28,2025-02-15,314,Expedite,9.84,after
SO00670,CUST0033,SKU0027,2025-03-25,2025-04-12,72,Std,26.78,after
SO00671,CUST0014,SKU0023,2025-02-15,2025-03-07,94,Std,10.36,after
SO00672,CUST0014,SKU0005,2025-05-05,2025-05-15,112,Std,11.95,after
SO00673,CUST0030,SKU0001,2025-06-08,2025-06-30,20,Std,9.15,after
SO00674,CUST0005,SKU0003,2025-06-08,2025-06-30,64,Std,8.46,after
SO00675,CUST0022,SKU0017,2025-06-30,2025-07-19,83,Std,15.09,after
SO00676,CUST0015,SKU0028,2025-05-23,2025-06-17,81,Expedite,8.19,after
SO00677,CUST0019,SKU0011,2025-04-10,2025-04-20,271,Launch,16.25,after
SO00678,CUST0032,SKU0013,2025-05-26,2025-06-02,92,Std,12.2,after
SO00679,CUST0014,SKU0024,2025-03-22,2025-04-08,56,Std,9.05,after
SO00680,CUST0020,SKU0016,2025-05-29,2025-06-11,140,Std,9.57,after
SO00681,CUST0029,SKU0030,2025-02-08,2025-03-02,48,Std,7.98,after
SO00682,CUST0011,SKU0003,2025-05-07,2025-05-27,171,Std,18.34,after
SO00683,CUST0024,SKU0017,2025-05-24,2025-06-10,116,Std,9.72,after
SO00684,CUST0007,SKU0019,2025-04-08,2025-05-07,72,Std,11.46,after
SO00685,CUST0037,SKU0027,2025-04-12,2025-05-03,210,Std,16.25,after
SO00686,CUST0004,SKU0016,2025-06-10,2025-07-03,169,Expedite,9.89,after
SO00687,CUST0040,SKU0016,2025-06-28,2025-07-05,20,Std,7.44,after
SO00688,CUST0037,SKU0018,2025-04-13,2025-04-28,135,Std,25.29,after
SO00689,CUST0010,SKU0008,2025-05-18,2025-05-25,61,Std,20.22,after
SO00690,CUST0001,SKU0021,2025-01-25,2025-02-07,56,Std,8.25,after
SO00691,CUST0032,SKU0006,2025-01-20,2025-02-11,49,Std,8.98,after
SO00692,CUST0007,SKU0028,2025-05-28,2025-07-03,194,Std,10.12,after
SO00693,CUST0031,SKU0023,2025-01-06,2025-01-13,120,Std,11.38,after
SO00694,CUST0024,SKU0030,2025-04-17,2025-05-08,115,Std,17.54,after
SO00695,CUST0033,SKU0006,2025-01-31,2025-02-10,258,Std,36.55,after
SO00696,CUST0001,SKU0024,2025-02-26,2025-03-12,155,Std,11.34,after
SO00697,CUST0028,SKU0016,2025-02-13,2025-03-06,77,Std,9.55,after
SO00698,CUST0035,SKU0029,2025-03-21,2025-04-20,205,Expedite,22.21,after
SO00699,CUST0013,SKU0018,2025-05-15,2025-06-04,159,Std,23.42,after
SO00700,CUST0034,SKU0008,2025-01-19,2025-02-06,76,Std,18.43,after
