event_id,work_order_id,sales_order_id,sku_id,factory_id,production_line_id,operation_step,area,step_start_time,step_end_time,produced_qty,rejected_qty,rework_qty,setup_type,setup_time_min,labor_hours,machine_hours,scenario,product_category,fabric_type,color,size_run,std_sam_minutes_sew,pack_units_per_carton,line_type,shift_pattern,daily_capacity_machine_hours,daily_capacity_labor_hours,customer_id,order_date,due_date,demand_qty,penalty_cost_late,priority,week
EV0002127,WO000318,SO00357,SKU0030,F1,F1-L2,SEW,Sewing,2025-03-25T16:18:50Z,2025-03-27T02:16:13Z,80,2,0,minor,7.35,54.33,33.96,before,Dress,Fleece,Sand,core,22.65,36,modular_line,3x8h,20.4,30,CUST0021,2025-03-23,2025-04-10,70,13.63,Std,2025-03-24
EV0002128,WO000318,SO00357,SKU0030,F1,F1-L2,QC_INLINE,Quality,2025-03-27T03:16:40Z,2025-03-27T04:08:59Z,80,3,2,minor,7.34,0.78,0.35,before,Dress,Fleece,Sand,core,22.65,36,modular_line,3x8h,20.4,30,CUST0021,2025-03-23,2025-04-10,70,13.63,Std,2025-03-24
EV0002129,WO000318,SO00357,SKU0030,F1,F1-L1,FINISH,Finishing,2025-03-27T04:33:51Z,2025-03-27T10:52:09Z,80,2,0,minor,1.68,7.57,2.52,before,Dress,Fleece,Sand,core,22.65,36,assembly_line,2x8h,13.6,20,CUST0021,2025-03-23,2025-04-10,70,13.63,Std,2025-03-24
EV0002130,WO000318,SO00357,SKU0030,F1,F1-L1,QC_FINAL,Quality,2025-03-27T10:55:43Z,2025-03-27T12:04:40Z,80,6,3,minor,5.61,1.03,0.46,before,Dress,Fleece,Sand,core,22.65,36,assembly_line,2x8h,13.6,20,CUST0021,2025-03-23,2025-04-10,70,13.63,Std,2025-03-24
EV0002131,WO000318,SO00357,SKU0030,F1,F1-L3,PACK,Packing,2025-03-27T12:14:22Z,2025-03-27T14:34:26Z,80,1,0,minor,3.25,2.1,0.93,before,Dress,Fleece,Sand,core,22.65,36,sewing_cell,1x10h,8.5,12.5,CUST0021,2025-03-23,2025-04-10,70,13.63,Std,2025-03-24
EV0002132,WO000319,SO00391,SKU0020,F2,F2-L1,CUT,Cutting,2025-03-26T08:38:15Z,2025-03-26T10:48:09Z,29,0,0,start_of_day,10.52,1.95,2.16,before,Hoodie,Cotton_Jersey,Black,core,20.3,12,assembly_line,3x8h,20.4,30,CUST0028,2025-03-23,2025-04-15,26,16.88,Std,2025-03-24
EV0002133,WO000319,SO00391,SKU0020,F2,F2-L1,SEW,Sewing,2025-03-26T11:12:15Z,2025-03-26T21:32:54Z,29,1,0,minor,13.86,16.55,10.34,before,Hoodie,Cotton_Jersey,Black,core,20.3,12,assembly_line,3x8h,20.4,30,CUST0028,2025-03-23,2025-04-15,26,16.88,Std,2025-03-24
EV0002134,WO000319,SO00391,SKU0020,F2,F2-L3,QC_INLINE,Quality,2025-03-26T22:23:50Z,2025-03-26T22:46:11Z,29,2,1,minor,1.47,0.34,0.15,before,Hoodie,Cotton_Jersey,Black,core,20.3,12,sewing_cell,1x10h,8.5,12.5,CUST0028,2025-03-23,2025-04-15,26,16.88,Std,2025-03-24
EV0002135,WO000319,SO00391,SKU0020,F2,F2-L1,FINISH,Finishing,2025-03-26T23:04:16Z,2025-03-27T00:56:03Z,29,0,0,minor,1.06,2.24,0.75,before,Hoodie,Cotton_Jersey,Black,core,20.3,12,assembly_line,3x8h,20.4,30,CUST0028,2025-03-23,2025-04-15,26,16.88,Std,2025-03-24
EV0002136,WO000319,SO00391,SKU0020,F2,F2-L3,QC_FINAL,Quality,2025-03-27T01:07:51Z,2025-03-27T01:38:11Z,29,1,1,minor,1.86,0.45,0.2,before,Hoodie,Cotton_Jersey,Black,core,20.3,12,sewing_cell,1x10h,8.5,12.5,CUST0028,2025-03-23,2025-04-15,26,16.88,Std,2025-03-24
EV0002137,WO000319,SO00391,SKU0020,F2,F2-L1,PACK,Packing,2025-03-27T01:52:28Z,2025-03-27T02:39:17Z,29,1,0,minor,2.32,0.7,0.31,before,Hoodie,Cotton_Jersey,Black,core,20.3,12,assembly_line,3x8h,20.4,30,CUST0028,2025-03-23,2025-04-15,26,16.88,Std,2025-03-24
EV0002138,WO000320,SO00166,SKU0026,F2,F2-L2,CUT,Cutting,2025-03-29T09:05:13Z,2025-03-29T12:56:30Z,51,0,0,start_of_day,3.95,3.47,3.85,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0036,2025-03-23,2025-04-10,49,11.63,Std,2025-03-24
EV0002139,WO000320,SO00166,SKU0026,F2,F2-L1,SEW,Sewing,2025-03-29T13:17:22Z,2025-03-30T08:51:36Z,51,1,0,minor,14.05,31.31,19.57,before,Jacket,Poly_Spandex,Red,core,26.19,24,assembly_line,3x8h,20.4,30,CUST0036,2025-03-23,2025-04-10,49,11.63,Std,2025-03-24
EV0002140,WO000320,SO00166,SKU0026,F2,F2-L1,QC_INLINE,Quality,2025-03-30T09:44:46Z,2025-03-30T10:26:51Z,51,1,1,minor,3.54,0.63,0.28,before,Jacket,Poly_Spandex,Red,core,26.19,24,assembly_line,3x8h,20.4,30,CUST0036,2025-03-23,2025-04-10,49,11.63,Std,2025-03-24
EV0002141,WO000320,SO00166,SKU0026,F2,F2-L1,REWORK,Rework,2025-03-30T12:21:56Z,2025-03-30T12:23:39Z,1,0,0,none,0,0.03,0.01,before,Jacket,Poly_Spandex,Red,core,26.19,24,assembly_line,3x8h,20.4,30,CUST0036,2025-03-23,2025-04-10,49,11.63,Std,2025-03-24
EV0002142,WO000320,SO00166,SKU0026,F2,F2-L2,FINISH,Finishing,2025-03-30T12:41:26Z,2025-03-30T16:14:23Z,51,2,0,minor,8.02,4.26,1.42,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0036,2025-03-23,2025-04-10,49,11.63,Std,2025-03-24
EV0002143,WO000320,SO00166,SKU0026,F2,F2-L2,QC_FINAL,Quality,2025-03-30T16:37:50Z,2025-03-30T17:35:16Z,51,0,0,minor,2.68,0.86,0.38,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0036,2025-03-23,2025-04-10,49,11.63,Std,2025-03-24
EV0002144,WO000320,SO00166,SKU0026,F2,F2-L1,PACK,Packing,2025-03-30T18:07:13Z,2025-03-30T19:49:04Z,51,1,0,minor,2.7,1.53,0.68,before,Jacket,Poly_Spandex,Red,core,26.19,24,assembly_line,3x8h,20.4,30,CUST0036,2025-03-23,2025-04-10,49,11.63,Std,2025-03-24
EV0002145,WO000321,SO00164,SKU0007,F1,F1-L2,CUT,Cutting,2025-03-23T10:47:49Z,2025-03-23T14:09:01Z,47,1,0,start_of_day,7.48,3.02,3.35,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,modular_line,3x8h,20.4,30,CUST0014,2025-03-23,2025-04-11,44,29.07,Launch,2025-03-17
EV0002146,WO000321,SO00164,SKU0007,F1,F1-L3,SEW,Sewing,2025-03-23T14:38:37Z,2025-03-24T04:26:24Z,47,1,0,minor,5.64,22.07,13.8,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,sewing_cell,1x10h,8.5,12.5,CUST0014,2025-03-23,2025-04-11,44,29.07,Launch,2025-03-24
EV0002147,WO000321,SO00164,SKU0007,F1,F1-L2,QC_INLINE,Quality,2025-03-24T06:52:47Z,2025-03-24T07:23:44Z,47,2,1,minor,3.87,0.46,0.21,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,modular_line,3x8h,20.4,30,CUST0014,2025-03-23,2025-04-11,44,29.07,Launch,2025-03-24
EV0002148,WO000321,SO00164,SKU0007,F1,F1-L2,FINISH,Finishing,2025-03-24T07:46:09Z,2025-03-24T11:31:50Z,47,1,0,minor,2.25,4.51,1.5,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,modular_line,3x8h,20.4,30,CUST0014,2025-03-23,2025-04-11,44,29.07,Launch,2025-03-24
EV0002149,WO000321,SO00164,SKU0007,F1,F1-L3,QC_FINAL,Quality,2025-03-24T11:57:05Z,2025-03-24T12:34:59Z,47,4,2,minor,1.52,0.57,0.25,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,sewing_cell,1x10h,8.5,12.5,CUST0014,2025-03-23,2025-04-11,44,29.07,Launch,2025-03-24
EV0002150,WO000321,SO00164,SKU0007,F1,F1-L3,REWORK,Rework,2025-03-24T13:21:23Z,2025-03-24T13:24:01Z,2,0,0,none,0,0.05,0.01,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,sewing_cell,1x10h,8.5,12.5,CUST0014,2025-03-23,2025-04-11,44,29.07,Launch,2025-03-24
EV0002151,WO000321,SO00164,SKU0007,F1,F1-L2,PACK,Packing,2025-03-24T13:46:59Z,2025-03-24T15:14:55Z,47,0,0,minor,4.37,1.32,0.59,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,modular_line,3x8h,20.4,30,CUST0014,2025-03-23,2025-04-11,44,29.07,Launch,2025-03-24
EV0002152,WO000322,SO00656,SKU0001,F1,F1-L1,CUT,Cutting,2025-03-28T08:54:17Z,2025-03-28T19:24:18Z,167,4,0,start_of_day,11.61,9.45,10.5,before,Dress,Poly_Spandex,Red,core,24.34,24,assembly_line,2x8h,13.6,20,CUST0030,2025-03-23,2025-03-31,152,27.53,Expedite,2025-03-24
EV0002153,WO000322,SO00656,SKU0001,F1,F1-L1,SEW,Sewing,2025-03-28T19:57:40Z,2025-03-31T12:20:23Z,167,4,0,minor,7.69,103.01,64.38,before,Dress,Poly_Spandex,Red,core,24.34,24,assembly_line,2x8h,13.6,20,CUST0030,2025-03-23,2025-03-31,152,27.53,Expedite,2025-03-31
EV0002154,WO000322,SO00656,SKU0001,F1,F1-L2,QC_INLINE,Quality,2025-03-31T14:17:18Z,2025-03-31T15:45:28Z,167,4,2,minor,1.16,1.32,0.59,before,Dress,Poly_Spandex,Red,core,24.34,24,modular_line,3x8h,20.4,30,CUST0030,2025-03-23,2025-03-31,152,27.53,Expedite,2025-03-31
EV0002155,WO000322,SO00656,SKU0001,F1,F1-L2,FINISH,Finishing,2025-03-31T15:55:34Z,2025-04-01T06:35:57Z,167,3,0,minor,2.59,17.61,5.87,before,Dress,Poly_Spandex,Red,core,24.34,24,modular_line,3x8h,20.4,30,CUST0030,2025-03-23,2025-03-31,152,27.53,Expedite,2025-03-31
EV0002156,WO000322,SO00656,SKU0001,F1,F1-L1,QC_FINAL,Quality,2025-04-01T06:52:39Z,2025-04-01T09:10:29Z,167,6,3,minor,2.81,2.07,0.92,before,Dress,Poly_Spandex,Red,core,24.34,24,assembly_line,2x8h,13.6,20,CUST0030,2025-03-23,2025-03-31,152,27.53,Expedite,2025-03-31
EV0002157,WO000322,SO00656,SKU0001,F1,F1-L1,REWORK,Rework,2025-04-01T09:51:26Z,2025-04-01T09:56:26Z,3,0,0,none,0,0.09,0.02,before,Dress,Poly_Spandex,Red,core,24.34,24,assembly_line,2x8h,13.6,20,CUST0030,2025-03-23,2025-03-31,152,27.53,Expedite,2025-03-31
EV0002158,WO000322,SO00656,SKU0001,F1,F1-L3,PACK,Packing,2025-04-01T10:10:37Z,2025-04-01T14:37:23Z,167,2,0,minor,4.57,4,1.78,before,Dress,Poly_Spandex,Red,core,24.34,24,sewing_cell,1x10h,8.5,12.5,CUST0030,2025-03-23,2025-03-31,152,27.53,Expedite,2025-03-31
EV0002159,WO000323,SO00515,SKU0018,F1,F1-L3,CUT,Cutting,2025-03-28T10:40:14Z,2025-03-28T13:23:27Z,56,2,0,start_of_day,12.12,2.45,2.72,before,Tee,Poly_Spandex,Black,extended,7.01,24,sewing_cell,1x10h,8.5,12.5,CUST0033,2025-03-24,2025-04-08,52,13.14,Std,2025-03-24
EV0002160,WO000323,SO00515,SKU0018,F1,F1-L1,SEW,Sewing,2025-03-28T13:40:50Z,2025-03-28T21:08:00Z,56,2,0,minor,5.07,11.92,7.45,before,Tee,Poly_Spandex,Black,extended,7.01,24,assembly_line,2x8h,13.6,20,CUST0033,2025-03-24,2025-04-08,52,13.14,Std,2025-03-24
EV0002161,WO000323,SO00515,SKU0018,F1,F1-L3,QC_INLINE,Quality,2025-03-28T21:35:49Z,2025-03-28T22:09:09Z,56,0,0,minor,3.67,0.5,0.22,before,Tee,Poly_Spandex,Black,extended,7.01,24,sewing_cell,1x10h,8.5,12.5,CUST0033,2025-03-24,2025-04-08,52,13.14,Std,2025-03-24
EV0002162,WO000323,SO00515,SKU0018,F1,F1-L2,FINISH,Finishing,2025-03-28T22:17:32Z,2025-03-29T01:19:10Z,56,2,0,minor,2.09,3.63,1.21,before,Tee,Poly_Spandex,Black,extended,7.01,24,modular_line,3x8h,20.4,30,CUST0033,2025-03-24,2025-04-08,52,13.14,Std,2025-03-24
EV0002163,WO000323,SO00515,SKU0018,F1,F1-L3,QC_FINAL,Quality,2025-03-29T02:10:31Z,2025-03-29T03:00:56Z,56,1,1,minor,1.75,0.76,0.34,before,Tee,Poly_Spandex,Black,extended,7.01,24,sewing_cell,1x10h,8.5,12.5,CUST0033,2025-03-24,2025-04-08,52,13.14,Std,2025-03-24
EV0002164,WO000323,SO00515,SKU0018,F1,F1-L2,PACK,Packing,2025-03-29T03:11:15Z,2025-03-29T04:49:33Z,56,2,0,minor,1.19,1.47,0.66,before,Tee,Poly_Spandex,Black,extended,7.01,24,modular_line,3x8h,20.4,30,CUST0033,2025-03-24,2025-04-08,52,13.14,Std,2025-03-24
EV0002165,WO000324,SO00544,SKU0010,F1,F1-L2,CUT,Cutting,2025-03-26T08:41:18Z,2025-03-26T17:38:33Z,193,5,0,start_of_day,15.58,8.06,8.95,before,Short,Cotton_Jersey,White,core,29.47,24,modular_line,3x8h,20.4,30,CUST0015,2025-03-24,2025-04-08,171,21.75,Std,2025-03-24
EV0002166,WO000324,SO00544,SKU0010,F1,F1-L1,SEW,Sewing,2025-03-26T18:08:36Z,2025-03-30T05:47:23Z,193,8,0,minor,13.31,133.83,83.65,before,Short,Cotton_Jersey,White,core,29.47,24,assembly_line,2x8h,13.6,20,CUST0015,2025-03-24,2025-04-08,171,21.75,Std,2025-03-24
EV0002167,WO000324,SO00544,SKU0010,F1,F1-L2,QC_INLINE,Quality,2025-03-30T06:25:31Z,2025-03-30T08:00:50Z,193,9,5,minor,1.66,1.43,0.64,before,Short,Cotton_Jersey,White,core,29.47,24,modular_line,3x8h,20.4,30,CUST0015,2025-03-24,2025-04-08,171,21.75,Std,2025-03-24
EV0002168,WO000324,SO00544,SKU0010,F1,F1-L2,REWORK,Rework,2025-03-30T08:26:37Z,2025-03-30T08:34:24Z,5,0,0,none,0,0.14,0.03,before,Short,Cotton_Jersey,White,core,29.47,24,modular_line,3x8h,20.4,30,CUST0015,2025-03-24,2025-04-08,171,21.75,Std,2025-03-24
EV0002169,WO000324,SO00544,SKU0010,F1,F1-L3,FINISH,Finishing,2025-03-30T08:39:50Z,2025-03-30T23:52:25Z,193,2,0,minor,2.21,18.25,6.08,before,Short,Cotton_Jersey,White,core,29.47,24,sewing_cell,1x10h,8.5,12.5,CUST0015,2025-03-24,2025-04-08,171,21.75,Std,2025-03-24
EV0002170,WO000324,SO00544,SKU0010,F1,F1-L2,QC_FINAL,Quality,2025-03-31T00:02:03Z,2025-03-31T02:23:16Z,193,5,3,minor,1.21,2.12,0.94,before,Short,Cotton_Jersey,White,core,29.47,24,modular_line,3x8h,20.4,30,CUST0015,2025-03-24,2025-04-08,171,21.75,Std,2025-03-31
EV0002171,WO000324,SO00544,SKU0010,F1,F1-L1,PACK,Packing,2025-03-31T02:30:31Z,2025-03-31T08:03:19Z,193,1,0,minor,6.66,4.99,2.22,before,Short,Cotton_Jersey,White,core,29.47,24,assembly_line,2x8h,13.6,20,CUST0015,2025-03-24,2025-04-08,171,21.75,Std,2025-03-31
EV0002172,WO000325,SO00319,SKU0025,F1,F1-L1,CUT,Cutting,2025-04-02T09:38:21Z,2025-04-02T16:47:52Z,167,2,0,start_of_day,12.67,6.44,7.16,before,Short,Poly_Spandex,Navy,core,25.18,36,assembly_line,2x8h,13.6,20,CUST0020,2025-03-24,2025-04-20,159,6.35,Std,2025-03-31
EV0002173,WO000325,SO00319,SKU0025,F1,F1-L3,SEW,Sewing,2025-04-02T17:30:29Z,2025-04-05T23:48:20Z,167,4,0,minor,7.8,125.28,78.3,before,Short,Poly_Spandex,Navy,core,25.18,36,sewing_cell,1x10h,8.5,12.5,CUST0020,2025-03-24,2025-04-20,159,6.35,Std,2025-03-31
EV0002174,WO000325,SO00319,SKU0025,F1,F1-L2,QC_INLINE,Quality,2025-04-06T00:51:37Z,2025-04-06T02:23:35Z,167,7,4,minor,1.82,1.38,0.61,before,Short,Poly_Spandex,Navy,core,25.18,36,modular_line,3x8h,20.4,30,CUST0020,2025-03-24,2025-04-20,159,6.35,Std,2025-03-31
EV0002175,WO000325,SO00319,SKU0025,F1,F1-L1,FINISH,Finishing,2025-04-06T02:35:39Z,2025-04-06T16:45:33Z,167,2,0,minor,3.93,17,5.67,before,Short,Poly_Spandex,Navy,core,25.18,36,assembly_line,2x8h,13.6,20,CUST0020,2025-03-24,2025-04-20,159,6.35,Std,2025-03-31
EV0002176,WO000325,SO00319,SKU0025,F1,F1-L3,QC_FINAL,Quality,2025-04-06T17:00:50Z,2025-04-06T19:23:11Z,167,4,2,minor,0.97,2.14,0.95,before,Short,Poly_Spandex,Navy,core,25.18,36,sewing_cell,1x10h,8.5,12.5,CUST0020,2025-03-24,2025-04-20,159,6.35,Std,2025-03-31
EV0002177,WO000325,SO00319,SKU0025,F1,F1-L2,PACK,Packing,2025-04-06T19:42:21Z,2025-04-07T00:58:43Z,167,2,0,minor,2.43,4.75,2.11,before,Short,Poly_Spandex,Navy,core,25.18,36,modular_line,3x8h,20.4,30,CUST0020,2025-03-24,2025-04-20,159,6.35,Std,2025-04-07
EV0002178,WO000326,SO00518,SKU0002,F1,F1-L1,CUT,Cutting,2025-03-24T10:30:29Z,2025-03-24T15:34:16Z,95,2,0,start_of_day,15.73,4.56,5.06,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,assembly_line,2x8h,13.6,20,CUST0016,2025-03-24,2025-03-31,83,21.34,Std,2025-03-24
EV0002179,WO000326,SO00518,SKU0002,F1,F1-L2,SEW,Sewing,2025-03-24T17:04:55Z,2025-03-25T11:31:58Z,95,4,0,minor,6.26,29.52,18.45,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,modular_line,3x8h,20.4,30,CUST0016,2025-03-24,2025-03-31,83,21.34,Std,2025-03-24
EV0002180,WO000326,SO00518,SKU0002,F1,F1-L3,QC_INLINE,Quality,2025-03-25T12:31:08Z,2025-03-25T13:29:24Z,95,4,2,minor,1.66,0.87,0.39,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,sewing_cell,1x10h,8.5,12.5,CUST0016,2025-03-24,2025-03-31,83,21.34,Std,2025-03-24
EV0002181,WO000326,SO00518,SKU0002,F1,F1-L3,REWORK,Rework,2025-03-25T14:23:17Z,2025-03-25T14:26:06Z,2,0,0,none,0,0.05,0.01,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,sewing_cell,1x10h,8.5,12.5,CUST0016,2025-03-24,2025-03-31,83,21.34,Std,2025-03-24
EV0002182,WO000326,SO00518,SKU0002,F1,F1-L1,FINISH,Finishing,2025-03-25T14:36:24Z,2025-03-25T20:15:24Z,95,1,0,minor,1.32,6.78,2.26,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,assembly_line,2x8h,13.6,20,CUST0016,2025-03-24,2025-03-31,83,21.34,Std,2025-03-24
EV0002183,WO000326,SO00518,SKU0002,F1,F1-L1,QC_FINAL,Quality,2025-03-25T20:34:19Z,2025-03-25T21:57:14Z,95,1,1,minor,3.84,1.24,0.55,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,assembly_line,2x8h,13.6,20,CUST0016,2025-03-24,2025-03-31,83,21.34,Std,2025-03-24
EV0002184,WO000326,SO00518,SKU0002,F1,F1-L1,PACK,Packing,2025-03-25T22:08:17Z,2025-03-26T00:26:29Z,95,1,0,minor,3.64,2.07,0.92,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,assembly_line,2x8h,13.6,20,CUST0016,2025-03-24,2025-03-31,83,21.34,Std,2025-03-24
EV0002185,WO000327,SO00633,SKU0022,F1,F1-L2,CUT,Cutting,2025-03-25T10:13:56Z,2025-03-25T20:10:46Z,134,8,0,start_of_day,11.4,8.95,9.95,before,Dress,Ripstop,Grey,core,22.11,24,modular_line,3x8h,20.4,30,CUST0028,2025-03-24,2025-04-15,119,10.43,Expedite,2025-03-24
EV0002186,WO000327,SO00633,SKU0022,F1,F1-L3,SEW,Sewing,2025-03-25T20:47:28Z,2025-03-27T17:16:49Z,134,1,0,minor,7.08,71.18,44.49,before,Dress,Ripstop,Grey,core,22.11,24,sewing_cell,1x10h,8.5,12.5,CUST0028,2025-03-24,2025-04-15,119,10.43,Expedite,2025-03-24
EV0002187,WO000327,SO00633,SKU0022,F1,F1-L2,QC_INLINE,Quality,2025-03-27T17:56:16Z,2025-03-27T19:18:08Z,134,5,3,minor,1.42,1.23,0.55,before,Dress,Ripstop,Grey,core,22.11,24,modular_line,3x8h,20.4,30,CUST0028,2025-03-24,2025-04-15,119,10.43,Expedite,2025-03-24
EV0002188,WO000327,SO00633,SKU0022,F1,F1-L1,FINISH,Finishing,2025-03-27T19:37:22Z,2025-03-28T06:20:39Z,134,4,0,minor,4.08,12.87,4.29,before,Dress,Ripstop,Grey,core,22.11,24,assembly_line,2x8h,13.6,20,CUST0028,2025-03-24,2025-04-15,119,10.43,Expedite,2025-03-24
EV0002189,WO000327,SO00633,SKU0022,F1,F1-L3,QC_FINAL,Quality,2025-03-28T06:43:40Z,2025-03-28T08:35:14Z,134,2,1,minor,1.19,1.67,0.74,before,Dress,Ripstop,Grey,core,22.11,24,sewing_cell,1x10h,8.5,12.5,CUST0028,2025-03-24,2025-04-15,119,10.43,Expedite,2025-03-24
EV0002190,WO000327,SO00633,SKU0022,F1,F1-L1,PACK,Packing,2025-03-28T08:44:39Z,2025-03-28T12:28:26Z,134,2,0,minor,3.01,3.36,1.49,before,Dress,Ripstop,Grey,core,22.11,24,assembly_line,2x8h,13.6,20,CUST0028,2025-03-24,2025-04-15,119,10.43,Expedite,2025-03-24
EV0002191,WO000328,SO00016,SKU0026,F2,F2-L1,CUT,Cutting,2025-04-02T10:06:40Z,2025-04-02T19:32:25Z,133,2,0,start_of_day,13.22,8.49,9.43,before,Jacket,Poly_Spandex,Red,core,26.19,24,assembly_line,3x8h,20.4,30,CUST0007,2025-03-25,2025-04-08,126,12.38,Launch,2025-03-31
EV0002192,WO000328,SO00016,SKU0026,F2,F2-L2,SEW,Sewing,2025-04-02T19:58:51Z,2025-04-04T21:16:44Z,133,2,0,minor,5.3,78.88,49.3,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0007,2025-03-25,2025-04-08,126,12.38,Launch,2025-03-31
EV0002193,WO000328,SO00016,SKU0026,F2,F2-L2,QC_INLINE,Quality,2025-04-04T21:43:46Z,2025-04-04T23:01:44Z,133,6,3,minor,2.76,1.17,0.52,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0007,2025-03-25,2025-04-08,126,12.38,Launch,2025-03-31
EV0002194,WO000328,SO00016,SKU0026,F2,F2-L2,REWORK,Rework,2025-04-04T23:27:40Z,2025-04-04T23:33:12Z,3,0,0,none,0,0.1,0.02,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0007,2025-03-25,2025-04-08,126,12.38,Launch,2025-03-31
EV0002195,WO000328,SO00016,SKU0026,F2,F2-L2,FINISH,Finishing,2025-04-04T23:44:41Z,2025-04-05T11:01:43Z,133,1,0,minor,3.14,13.54,4.51,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0007,2025-03-25,2025-04-08,126,12.38,Launch,2025-03-31
EV0002196,WO000328,SO00016,SKU0026,F2,F2-L2,QC_FINAL,Quality,2025-04-05T11:05:55Z,2025-04-05T13:12:00Z,133,5,3,minor,2.07,1.89,0.84,before,Jacket,Poly_Spandex,Red,core,26.19,24,sewing_cell,2x8h,13.6,20,CUST0007,2025-03-25,2025-04-08,126,12.38,Launch,2025-03-31
EV0002197,WO000328,SO00016,SKU0026,F2,F2-L1,PACK,Packing,2025-04-05T13:16:34Z,2025-04-05T16:36:27Z,133,3,0,minor,1.95,3,1.33,before,Jacket,Poly_Spandex,Red,core,26.19,24,assembly_line,3x8h,20.4,30,CUST0007,2025-03-25,2025-04-08,126,12.38,Launch,2025-03-31
EV0002198,WO000329,SO00637,SKU0022,F1,F1-L2,CUT,Cutting,2025-03-27T09:39:26Z,2025-03-28T05:04:11Z,358,6,0,start_of_day,14.85,17.47,19.41,before,Dress,Ripstop,Grey,core,22.11,24,modular_line,3x8h,20.4,30,CUST0029,2025-03-25,2025-04-15,323,7.73,Std,2025-03-24
EV0002199,WO000329,SO00637,SKU0022,F1,F1-L2,SEW,Sewing,2025-03-28T08:38:16Z,2025-04-03T14:52:17Z,358,11,0,minor,13.48,240.37,150.23,before,Dress,Ripstop,Grey,core,22.11,24,modular_line,3x8h,20.4,30,CUST0029,2025-03-25,2025-04-15,323,7.73,Std,2025-03-31
EV0002200,WO000329,SO00637,SKU0022,F1,F1-L3,QC_INLINE,Quality,2025-04-03T16:14:19Z,2025-04-03T20:06:47Z,358,11,6,minor,2.48,3.49,1.55,before,Dress,Ripstop,Grey,core,22.11,24,sewing_cell,1x10h,8.5,12.5,CUST0029,2025-03-25,2025-04-15,323,7.73,Std,2025-03-31
EV0002201,WO000329,SO00637,SKU0022,F1,F1-L3,REWORK,Rework,2025-04-03T20:50:17Z,2025-04-03T20:58:37Z,6,0,0,none,0,0.15,0.03,before,Dress,Ripstop,Grey,core,22.11,24,sewing_cell,1x10h,8.5,12.5,CUST0029,2025-03-25,2025-04-15,323,7.73,Std,2025-03-31
EV0002202,WO000329,SO00637,SKU0022,F1,F1-L1,FINISH,Finishing,2025-04-03T21:24:44Z,2025-04-05T02:53:28Z,358,10,0,minor,2.06,35.37,11.79,before,Dress,Ripstop,Grey,core,22.11,24,assembly_line,2x8h,13.6,20,CUST0029,2025-03-25,2025-04-15,323,7.73,Std,2025-03-31
EV0002203,WO000329,SO00637,SKU0022,F1,F1-L1,QC_FINAL,Quality,2025-04-05T02:58:05Z,2025-04-05T06:36:42Z,358,10,6,minor,1.83,3.28,1.46,before,Dress,Ripstop,Grey,core,22.11,24,assembly_line,2x8h,13.6,20,CUST0029,2025-03-25,2025-04-15,323,7.73,Std,2025-03-31
EV0002204,WO000329,SO00637,SKU0022,F1,F1-L1,REWORK,Rework,2025-04-05T07:16:05Z,2025-04-05T07:23:33Z,6,0,0,none,0,0.14,0.02,before,Dress,Ripstop,Grey,core,22.11,24,assembly_line,2x8h,13.6,20,CUST0029,2025-03-25,2025-04-15,323,7.73,Std,2025-03-31
EV0002205,WO000329,SO00637,SKU0022,F1,F1-L3,PACK,Packing,2025-04-05T07:34:47Z,2025-04-05T16:13:27Z,358,1,0,minor,1.28,7.78,3.46,before,Dress,Ripstop,Grey,core,22.11,24,sewing_cell,1x10h,8.5,12.5,CUST0029,2025-03-25,2025-04-15,323,7.73,Std,2025-03-31
EV0002206,WO000330,SO00454,SKU0029,F1,F1-L2,CUT,Cutting,2025-04-01T10:36:18Z,2025-04-01T21:25:34Z,246,4,0,start_of_day,17.56,9.74,10.82,before,Tee,French_Terry,Olive,core,6,24,modular_line,3x8h,20.4,30,CUST0034,2025-03-26,2025-04-19,458,12.31,Std,2025-03-31
